openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat
Willem Frederik Hermansstraat;165;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.341.237;487.708.443;490.759.508.991.067;523.762.745.997.774
Willem Frederik Hermansstraat;167;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;240;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.342.313;487.708.443;490.761.089.094.431;523.762.746.637.746
Willem Frederik Hermansstraat;169;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;154;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.343.404;487.709.117;490.762.684.675.418;523.762.807.861.022
Willem Frederik Hermansstraat;171;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;173;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.340.174;487.707.933;490.757.952.934.781;523.762.699.530.283
Willem Frederik Hermansstraat;173;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.341.129;487.707.936;490.759.355.320.635;523.762.700.367.927
Willem Frederik Hermansstraat;175;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;173;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122341.99;487.707.398;490.760.624.925.335;523.762.652.528.352
Willem Frederik Hermansstraat;177;;;1011DG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;78;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.343.013;487.708.152;490.762.119.870.653;523.762.720.901.031
Annie M.G. Schmidtstraat;1;;;1011DH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;19644;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2008;122401;487710;490.847.255.714.062;523.762.921.443.326
Simon Carmiggeltstraat;1;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;logiesfunctie;12319;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2011;122209;487751;490.564.904.050.474;523.766.491.910.928
Simon Carmiggeltstraat;2;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;560;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.237.903;487710.41;490.607.744.112.858;523.762.861.219.733
Simon Carmiggeltstraat;6;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;231;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.229.829;487.735.069;490.595.646.994.678;523.765.072.579.539
Simon Carmiggeltstraat;8;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;101;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.230.044;487.733.992;49.059.597.322.586;523.764.975.914.654
Simon Carmiggeltstraat;10;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;305;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.230.475;487.733.131;49.059.661.454.749;523.764.898.791.241
Simon Carmiggeltstraat;12;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;439;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.229.721;487.732.701;490.595.511.488.461;523.764.859.695.867
Simon Carmiggeltstraat;14;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;305;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.230.475;487732.27;490.596.622.943.612;523.764.821.410.606
Simon Carmiggeltstraat;16;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;439;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.232.594;487.732.494;490.599.732.519.673;523.764.842.806.734
Simon Carmiggeltstraat;18;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;305;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.231.278;487.734.751;490.597.777.959.314;523.765.044.864.694
Simon Carmiggeltstraat;20;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;439;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.232.782;487.734.375;490.599.990.257.002;52.376.501.197
Simon Carmiggeltstraat;22;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;2762;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.233.722;487.731.178;49.060.140.182.425;523.764.725.207.027
Simon Carmiggeltstraat;30;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;2762;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122231.22;487730.19;490.597.737.262.037;523.764.634.919.418
Simon Carmiggeltstraat;38;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;739;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.232.173;487.729.098;490.599.147.394.068;523.764.537.346.853
Simon Carmiggeltstraat;40;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;642;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.233.489;487.729.794;490.601.073.157.809;523.764.600.683.781
Simon Carmiggeltstraat;42;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;739;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.233.812;487.728.718;490.601.557.976.042;523.764.504.173.201
Simon Carmiggeltstraat;44;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;642;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.233.489;487.727.534;490.601.095.194.343;523.764.397.570.844
Simon Carmiggeltstraat;46;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;739;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.231.994;487.728.347;49.059.889.185.509;523.764.469.745.423
Simon Carmiggeltstraat;48;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;642;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.234.565;487.729.902;490.602.652.214.446;523.764.611.032.151
Simon Carmiggeltstraat;50;;;1011DJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;480;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.232.197;487.726.888;490.599.204.187.988;523.764.338.741.888
Oosterdoksstraat;2;;;1011DK;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2011;122134;487782;490.454.462.647.817;523.769.233.131.797
Oosterdokskade;11;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;132;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.241.364;487.706.169;490.612.867.925.596;52.376.248.213.334
Oosterdokskade;137;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;104;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2012;122.353.818;487.661.098;49.077.844.409.985;523.758.498.441.733
Oosterdokskade;143;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;19644;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2008;122394;487658;490.837.480.766.642;523.758.243.890.342
Oosterdokskade;145;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;578;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;2008;122406;487655;490.855.131.657.253;523.757.981.395.697
Oosterdokskade;151;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie, kantoorfunctie, onderwijsfunctie;15613;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik (niet ingemeten);2008;122430;487673;490.890.200.770.857;523.759.613.351.047
Oosterdokskade;161;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;357;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.466.043;487.634.139;490.943.505.683.168;523.756.142.162.565
Oosterdokskade;163;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;51543;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.484.923;487650.38;4.909.710.733.718;523.757.612.973.565
Oosterdokskade;223;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;105;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.494.464;487.670.072;490.984.893.673.785;523.759.388.402.232
Oosterdokskade;225;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;180;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.496.291;487.667.636;490.987.600.160.658;523.759.170.553.048
Oosterdokskade;227;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;359;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.507.863;487.653.425;4.910.047.308.841;523.757.900.216.156
Oosterdokskade;233;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;126;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.522.073;487.666.824;491.025.468.518.436;523.759.112.831.706
Oosterdokskade;235;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;51543;Verblijfsobject gevormd;3,6301E+14;VBO;t;3,631E+14;Bouw gestart;2017;122.484.923;487650.38;4.909.710.733.718;523.757.612.973.565
Oosterdokskade;237;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;31;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.527.672;487.694.743;491.033.420.792.996;523.761.625.308.366
Oosterdokskade;239;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;51543;Verblijfsobject gevormd;3,6301E+14;VBO;t;3,631E+14;Bouw gestart;2017;122.484.923;487650.38;4.909.710.733.718;523.757.612.973.565
Oosterdokskade;241;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;67;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.524.307;487677.99;49.102.864.120.942;523.760.117.675.339
Oosterdokskade;243;;;1011DL;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;sportfunctie;145;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Bouw gestart;2017;122.523.901;487.703.772;491.027.795.843.768;523.762.434.541.736
Dijkdwarsstraat;1;A;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121918;487213;490.142.863.722.788;523.717.965.696.719
Dijkdwarsstraat;1;B;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121920;487211;490.145.820.102.368;523.717.787.155.471
Dijkdwarsstraat;1;C;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121921;487214;490.147.258.925.987;523.718.057.376.889
Dijkdwarsstraat;1;D;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121923;487212;490.150.215.304.414;523.717.878.835.531
Dijkdwarsstraat;1;E;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121923;487209;490.150.244.826.567;523.717.609.216.477
Dijkdwarsstraat;1;F;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121921;487208;490.147.317.973.877;523.717.518.138.783
Dijkdwarsstraat;3;A;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121928;487203;490.157.645.596.883;523.717.072.989.731
Dijkdwarsstraat;3;B;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121927;487205;490.156.157.572.652;523.717.252.133.533
Dijkdwarsstraat;3;C;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121930;487204;490.160.572.448.767;52.371.716.406.717
Dijkdwarsstraat;3;D;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121930;487201;49.016.060.196.456;523.716.894.448.109
Dijkdwarsstraat;3;E;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121932;487202;490.163.528.815.877;523.716.985.525.475
Dijkdwarsstraat;3;F;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;38;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121932;487199;490.163.558.329.857;523.716.715.906.412
Dijkdwarsstraat;5;A;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121911;487206;49.013.265.419.571;523.717.332.368.279
Dijkdwarsstraat;5;B;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121912;487204;490.134.142.229.696;523.717.153.224.774
Dijkdwarsstraat;5;C;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121910;487208;490.131.166.160.518;523.717.511.511.765
Dijkdwarsstraat;5;D;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121909;487206;490.129.717.503.612;523.717.331.163.167
Dijkdwarsstraat;5;E;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121910;487204;49.013.120.553.878;523.717.152.019.699
Dijkdwarsstraat;5;F;;1011DZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;41;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1998;121911;487202;490.132.693.572.744;523.716.972.876.211
Recht Boomssloot;2;;1;1011EA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;120;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121918;487365;490.141.367.652.804;523.731.626.393.363
Recht Boomssloot;2;;H;1011EA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;35;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121918;487365;490.141.367.652.804;523.731.626.393.363
Recht Boomssloot;4;A;;1011EA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;27;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121922;487361;490.147.280.593.306;523.731.269.310.988
Recht Boomssloot;38;B;;1011EC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;37;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122022;487267;49.029.504.214.189;523.722.881.392.554
Recht Boomssloot;38;C;;1011EC;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;61;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122023;487266;490.296.520.317.823;523.722.792.120.046
Recht Boomssloot;80;;2;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1889;122084;487208;490.386.658.545.889;523.717.616.080.841
Recht Boomssloot;80;;H;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1889;122084;487208;490.386.658.545.889;523.717.616.080.841
Recht Boomssloot;82;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122093;487205;49.039.990.304.337;523.717.351.855.451
Recht Boomssloot;84;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122093;487205;49.039.990.304.337;523.717.351.855.451
Recht Boomssloot;86;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;90;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122093;487205;49.039.990.304.337;523.717.351.855.451
Recht Boomssloot;88;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;165;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122093;487205;49.039.990.304.337;523.717.351.855.451
Recht Boomssloot;90;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122093;487205;49.039.990.304.337;523.717.351.855.451
Recht Boomssloot;92;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;79;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122096;487200;490.404.357.029.158;523.716.904.287.804
Recht Boomssloot;94;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;63;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1991;122101;487197;490.411.728.117.871;523.716.637.664.269
Recht Boomssloot;96;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;82;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122107;487192;490.420.587.112.872;523.716.191.893.147
Recht Boomssloot;98;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122106;487193;490.419.108.983.912;523.716.281.167.222
Recht Boomssloot;100;;;1011ED;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122105;487193;490.417.640.640.837;523.716.280.568.229
Montelbaanstraat;1;;1;1011EE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122104;487311;490.415.017.426.379;523.726.884.987.889
Montelbaanstraat;1;;2;1011EE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122104;487311;490.415.017.426.379;523.726.884.987.889
Montelbaanstraat;1;;3;1011EE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122104;487311;490.415.017.426.379;523.726.884.987.889
Montelbaanstraat;1;;H;1011EE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122104;487311;490.415.017.426.379;523.726.884.987.889
Montelbaanstraat;3;;1;1011EE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122099;487306;49.040.772.447.948;523.726.432.627.319
Montelbaanstraat;16;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;91;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.061.574;487.314.327;490.352.687.413.285;523.727.158.564.219
Montelbaanstraat;17;;1;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122067;487271;490.361.079.366.121;523.723.267.889.888
Montelbaanstraat;17;;2;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122067;487271;490.361.079.366.121;523.723.267.889.888
Montelbaanstraat;17;;3;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;51;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1933;122067;487271;490.361.079.366.121;523.723.267.889.888
Montelbaanstraat;18;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;73;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.076.537;487310.2;49.037.469.919.446;523.726.796.631.194
Montelbaanstraat;20;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;78;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.071.577;487.303.782;490.367.478.917.328;52.372.621.685.218
Montelbaanstraat;22;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;103;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.062.033;487.296.237;490.353.538.677.216;523.725.533.036.523
Montelbaanstraat;24;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;92;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.060.824;487.313.868;490.351.590.627.333;523.727.116.862.637
Montelbaanstraat;26;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.075.662;487.309.325;490.373.422.935.144;523.726.717.467.693
Montelbaanstraat;28;;;1011EG;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;66;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.060.574;487.315.035;490.351.212.095.727;523.727.221.594.497
Geldersekade;27;A;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121989;487618;490.243.138.537.693;5.237.544.069.848
Geldersekade;27;B;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;46;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121989;487618;490.243.138.537.693;5.237.544.069.848
Geldersekade;27;C;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;48;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121988;487618;490.241.670.068.672;523.754.406.383.609
Geldersekade;29;;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;101;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121987;487620;490.240.181.952.568;523.754.585.528.321
Geldersekade;33;;H;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;135;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121993;487607;490.249.120.452.832;523.753.420.786.793
Geldersekade;33;;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121993;487607;490.249.120.452.832;523.753.420.786.793
Geldersekade;35;;;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;82;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1938;121985;487614;490.237.303.958.135;523.754.045.088.083
Geldersekade;37;;1;1011EJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;109;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;121984;487609;490.235.884.612.333;523.753.595.122.014
